beer_servings,spirit_servings,wine_servings,total_litres_of_pure_alcohol
106.16062176165804,80.99481865284974,49.45077720207254,4.717098445595855
376.0,438.0,370.0,14.4
0.0,0.0,0.0,0.0
101.14310253931335,88.2843121096862,79.69759845763012,3.773298164356083
